,English_name,scientific_name,order,family,category
286,,Anser fabalis johanseni,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",subspecies
287,,Anser fabalis middendorffii,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",subspecies
288,Tundra Bean Goose,Anser serrirostris,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",species
289,,Anser serrirostris rossicus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",subspecies
290,,Anser serrirostris serrirostris,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",subspecies
291,Greater White fronted Goose x Tundra Bean Goose (hybrid),Anser albifrons x serrirostris,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",hybrid
292,Taiga/Tundra Bean Goose,Anser fabalis/serrirostris,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",slash
293,Pink footed Goose,Anser brachyrhynchus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",species
294,Domestic goose sp. (Domestic type),Anser sp. (Domestic type),Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",domestic
295,Anser sp.,Anser sp.,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",spuh
296,Brant,Branta bernicla,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",species
297,Brant (Dark bellied),Branta bernicla bernicla,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",group (monotypic)
298,Brant (Atlantic),Branta bernicla hrota,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",group (monotypic)
299,Brant (Black),Branta bernicla nigricans,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",group (monotypic)
300,Brant (Gray bellied),Branta bernicla (Gray-bellied),Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",form
301,Brant (Dark bellied x Black),Branta bernicla bernicla x nigricans,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",intergrade
302,Brant (Atlantic x Black),Branta bernicla hrota x nigricans,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",intergrade
303,Snow Goose x Brant (hybrid),Anser caerulescens x Branta bernicla,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",hybrid
304,Barnacle Goose,Branta leucopsis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",species
305,Bar headed x Barnacle Goose (hybrid),Anser indicus x Branta leucopsis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",hybrid
306,Emperor x Barnacle Goose (hybrid),Anser canagicus x Branta leucopsis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",hybrid
307,Snow x Barnacle Goose (hybrid),Anser caerulescens x Branta leucopsis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",hybrid
308,Ross's x Barnacle Goose (hybrid),Anser rossii x Branta leucopsis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",hybrid
309,Graylag x Barnacle Goose (hybrid),Anser anser x Branta leucopsis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",hybrid
310,Greater White fronted x Barnacle Goose (hybrid),Anser albifrons x Branta leucopsis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",hybrid
311,Lesser White fronted x Barnacle Goose (hybrid),Anser erythropus x Branta leucopsis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",hybrid
312,Pink footed x Barnacle Goose (hybrid),Anser brachyrhynchus x Branta leucopsis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",hybrid
313,Cackling Goose,Branta hutchinsii,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",species
314,Cackling Goose (Aleutian),Branta hutchinsii leucopareia,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",group (monotypic)
315,Cackling Goose (Richardson's),Branta hutchinsii hutchinsii,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",group (monotypic)
316,Cackling Goose (minima),Branta hutchinsii minima,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",group (monotypic)
317,Cackling Goose (Taverner's),Branta hutchinsii taverneri,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",group (monotypic)
318,Emperor x Cackling Goose (hybrid),Anser canagicus x Branta hutchinsii,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",hybrid
319,Snow x Cackling Goose (hybrid),Anser caerulescens x Branta hutchinsii,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",hybrid
320,Ross's x Cackling Goose (hybrid),Anser rossii x Branta hutchinsii,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",hybrid
321,Brant x Cackling Goose (hybrid),Branta bernicla x hutchinsii,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",hybrid
322,Greater White fronted x Cackling Goose (hybrid),Anser albifrons x Branta hutchinsii,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",hybrid
323,Barnacle x Cackling Goose (hybrid),Branta leucopsis x hutchinsii,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",hybrid
324,Canada Goose,Branta canadensis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",species
325,Canada Goose (moffitti/maxima),Branta canadensis moffitti/maxima,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",group (polytypic)
326,,Branta canadensis moffitti,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",subspecies
327,,Branta canadensis maxima,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",subspecies
328,Canada Goose (occidentalis/fulva),Branta canadensis occidentalis/fulva,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",group (polytypic)
329,,Branta canadensis occidentalis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",subspecies
330,,Branta canadensis fulva,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",subspecies
331,Canada Goose (canadensis Group),Branta canadensis [canadensis Group],Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",group (polytypic)
332,,Branta canadensis parvipes,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",subspecies
333,,Branta canadensis canadensis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",subspecies
334,,Branta canadensis interior,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",subspecies
335,Bar headed x Canada Goose (hybrid),Anser indicus x Branta canadensis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",hybrid
336,Swan Goose x Canada Goose (hybrid),Anser cygnoides x Branta canadensis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",hybrid
337,Pink footed x Canada Goose (hybrid),Anser brachyrhynchus x Branta canadensis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",hybrid
338,Greater White fronted x Canada Goose (hybrid),Anser albifrons x Branta canadensis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",hybrid
339,Greater White fronted x Cackling/Canada Goose (hybrid),Anser albifrons x Branta hutchinsii/canadensis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",hybrid
340,Graylag x Canada Goose (hybrid),Anser anser x Branta canadensis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",hybrid
341,Domestic goose sp. x Canada Goose (hybrid),Anser sp. (Domestic type) x Branta canadensis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",hybrid
342,Snow x Canada Goose (hybrid),Anser caerulescens x Branta canadensis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",hybrid
343,Ross's x Canada Goose (hybrid),Anser rossii x Branta canadensis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",hybrid
344,Barnacle x Canada Goose (hybrid),Branta leucopsis x canadensis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",hybrid
345,Cackling/Canada Goose,Branta hutchinsii/canadensis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",slash
346,Snow/Ross's x Cackling/Canada Goose (hybrid),Anser caerulescens/rossii x Branta hutchinsii/canadensis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",hybrid
347,Hawaiian Goose,Branta sandvicensis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",species
348,Red breasted Goose,Branta ruficollis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",species
349,Greater White fronted x Red breasted Goose (hybrid),Anser albifrons x Branta ruficollis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",hybrid
350,Brant x Red breasted Goose (hybrid),Branta bernicla x ruficollis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",hybrid
351,Barnacle x Red breasted Goose (hybrid),Branta leucopsis x ruficollis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",hybrid
352,Branta sp.,Branta sp.,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",spuh
353,Cape Barren Goose,Cereopsis novaehollandiae,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",species
354,,Cereopsis novaehollandiae grisea,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",subspecies
355,,Cereopsis novaehollandiae novaehollandiae,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",subspecies
356,Freckled Duck,Stictonetta naevosa,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",species
357,Blue winged Goose,Cyanochen cyanoptera,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",species
358,Mute Swan,Cygnus olor,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",species
359,Graylag Goose x Mute Swan (hybrid),Anser anser x Cygnus olor,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",hybrid
360,Black Swan,Cygnus atratus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",species
361,Mute x Black Swan (hybrid),Cygnus olor x atratus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",hybrid
362,Black necked Swan,Cygnus melancoryphus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",species
363,Trumpeter Swan,Cygnus buccinator,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",species
364,Mute x Trumpeter Swan (hybrid),Cygnus olor x buccinator,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",hybrid
365,Tundra Swan,Cygnus columbianus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",species
366,Tundra Swan (Whistling),Cygnus columbianus columbianus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",group (monotypic)
367,Tundra Swan (Bewick's),Cygnus columbianus bewickii,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",group (monotypic)
368,Tundra Swan (Whistling x Bewick's),Cygnus columbianus columbianus x bewickii,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",intergrade
369,Trumpeter x Tundra Swan (hybrid),Cygnus buccinator x columbianus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",hybrid
370,Trumpeter/Tundra Swan,Cygnus buccinator/columbianus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",slash
371,Whooper Swan,Cygnus cygnus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",species
372,Mute x Whooper Swan (hybrid),Cygnus olor x cygnus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",hybrid
373,Trumpeter x Whooper Swan (hybrid),Cygnus buccinator x cygnus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",hybrid
374,Tundra/Whooper Swan,Cygnus columbianus/cygnus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",slash
375,swan sp.,Cygnus sp.,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",spuh
376,Coscoroba Swan,Coscoroba coscoroba,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",species
377,Knob billed Duck,Sarkidiornis melanotos,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",species
378,Comb Duck,Sarkidiornis sylvicola,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",species
379,Hartlaub's Duck,Pteronetta hartlaubii,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",species
380,Orinoco Goose,Oressochen jubatus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",species
381,Andean Goose,Oressochen melanopterus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",species
382,Upland Goose,Chloephaga picta,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",species
383,,Chloephaga picta picta,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",subspecies
384,,Chloephaga picta leucoptera,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",subspecies
385,Upland Goose (White breasted),Chloephaga picta (White-breasted),Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",form
386,Upland Goose (Bar breasted),Chloephaga picta (Bar-breasted),Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",form
387,Kelp Goose,Chloephaga hybrida,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",species
388,,Chloephaga hybrida hybrida,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",subspecies
389,,Chloephaga hybrida malvinarum,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",subspecies
390,Ashy headed Goose,Chloephaga poliocephala,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",species
391,Ruddy headed Goose,Chloephaga rubidiceps,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",species
392,Chloephaga sp.,Chloephaga sp.,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",spuh
393,goose sp.,Anatidae (goose sp.),Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",spuh
394,Radjah Shelduck,Radjah radjah,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",species
395,,Radjah radjah radjah,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",subspecies
396,,Radjah radjah rufitergum,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",subspecies
397,Egyptian Goose,Alopochen aegyptiaca,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",species
398,Mauritius Shelduck,Alopochen mauritiana,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",species
399,Reunion Shelduck,Alopochen kervazoi,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",species
400,Ruddy Shelduck,Tadorna ferruginea,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",species
401,Egyptian Goose x Ruddy Shelduck (hybrid),Alopochen aegyptiaca x Tadorna ferruginea,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",hybrid
402,South African Shelduck,Tadorna cana,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",species
403,Australian Shelduck,Tadorna tadornoides,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",species
404,Paradise Shelduck,Tadorna variegata,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",species
405,Common Shelduck,Tadorna tadorna,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",species
406,Ruddy x Common Shelduck (hybrid),Tadorna ferruginea x tadorna,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",hybrid
407,Crested Shelduck,Tadorna cristata,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",species
408,Spur winged Goose,Plectropterus gambensis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",species
409,Spur winged Goose (Northern),Plectropterus gambensis gambensis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",group (monotypic)
410,Spur winged Goose (Southern),Plectropterus gambensis niger,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",group (monotypic)
411,Flying Steamer Duck,Tachyeres patachonicus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",species
412,Flightless Steamer Duck,Tachyeres pteneres,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",species
413,Flightless Steamer Duck (Chiloe form),Tachyeres pteneres [undescribed form],Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",form
414,Falkland Steamer Duck,Tachyeres brachypterus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",species
415,Falkland Steamer Duck (Flightless),Tachyeres brachypterus (Flightless),Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",form
416,Falkland Steamer Duck (Flying),Tachyeres brachypterus (Flying),Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",form
417,White headed Steamer Duck,Tachyeres leucocephalus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",species
418,steamer duck sp.,Tachyeres sp.,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",spuh
419,Crested Duck,Lophonetta specularioides,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",species
420,,Lophonetta specularioides alticola,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",subspecies
421,,Lophonetta specularioides specularioides,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",subspecies
422,Spectacled Duck,Speculanas specularis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",species
423,Muscovy Duck,Cairina moschata,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",species
424,Muscovy Duck (Domestic type),Cairina moschata (Domestic type),Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",domestic
425,Egyptian Goose x Muscovy Duck (hybrid),Alopochen aegyptiaca x Cairina moschata,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",hybrid
426,Green Pygmy Goose,Nettapus pulchellus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",species
427,Cotton Pygmy Goose,Nettapus coromandelianus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",species
428,,Nettapus coromandelianus coromandelianus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",subspecies
429,,Nettapus coromandelianus albipennis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",subspecies
430,Green/Cotton Pygmy Goose,Nettapus pulchellus/coromandelianus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",slash
431,African Pygmy Goose,Nettapus auritus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",species
432,Ringed Teal,Callonetta leucophrys,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",species
433,Wood Duck,Aix sponsa,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",species
434,Common Shelduck x Wood Duck (hybrid),Tadorna tadorna x Aix sponsa,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",hybrid
435,Mandarin Duck,Aix galericulata,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",species
436,Wood x Mandarin Duck (hybrid),Aix sponsa x galericulata,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",hybrid
437,Maned Duck,Chenonetta jubata,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",species
438,Finsch's Duck,Chenonetta finschi,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",species
439,Brazilian Teal,Amazonetta brasiliensis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",species
440,,Amazonetta brasiliensis brasiliensis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",subspecies
441,,Amazonetta brasiliensis ipecutiri,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",subspecies
442,Blue Duck,Hymenolaimus malacorhynchos,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",species
443,,Hymenolaimus malacorhynchos hymenolaimus,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",subspecies
444,,Hymenolaimus malacorhynchos malacorhynchos,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",subspecies
445,Torrent Duck,Merganetta armata,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",species
446,,Merganetta armata colombiana,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",subspecies
447,,Merganetta armata leucogenis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",subspecies
448,,Merganetta armata turneri,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",subspecies
449,,Merganetta armata garleppi,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",subspecies
450,,Merganetta armata berlepschi,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",subspecies
451,,Merganetta armata armata,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",subspecies
452,Salvadori's Teal,Salvadorina waigiuensis,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",species
453,Baikal Teal,Sibirionetta formosa,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",species
454,Garganey,Spatula querquedula,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",species
455,Blue billed Teal,Spatula hottentota,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",species
