id,neigh1,neigh2,neigh3,neigh4,neigh5,neigh6,neigh7,neigh8
598,421,2330,4466,7216,11307,15039,15528,21030
599,6086,7416,8026,9422,13507,15561,17107,17758
600,3215,5809,6120,6204,8864,9344,16813,17442
601,1404,7810,9015,9539,12064,13152,17950,19622
602,743,4144,5733,11099,15211,15582,16330,18220
603,1480,2733,3579,4369,17834,18460,18987,19742
604,370,2112,2153,7521,11974,13650,14568,15802
605,783,2067,5631,9240,10435,10669,13571,20506
606,741,982,2197,3491,5593,7130,8589,9786
607,5812,14698,17600,20224,21547,,,
608,3299,5127,9790,10909,19899,20479,20530,20903
609,3770,6623,9054,,,,,
610,2508,16707,19634,,,,,
611,291,300,2303,6113,6410,9108,19153,20107
612,2233,3397,3856,5561,6467,8367,9406,10561
613,3024,12600,14321,15204,15758,21461,21466,21552
614,3945,5698,6076,8257,12123,15223,18367,18514
615,2,414,6175,8454,9860,17988,18664,19052
616,3518,12602,15637,18656,19507,,,
617,9724,,,,,,,
618,619,1301,2998,5460,6782,13758,13927,14257
619,618,3658,4148,4409,4992,10898,13927,14257
620,409,4368,6377,8626,10269,11070,12037,14213
621,1432,5540,6793,7755,8115,9625,10047,14728
622,1008,3375,10976,16652,17014,18005,19294,20026
623,2755,4368,5381,6553,8533,9391,10269,11639
624,2883,5878,7179,8770,11839,12170,14005,14995
625,871,2389,8339,9149,10864,13230,15201,18272
626,1720,1903,2389,2659,13230,14663,15201,18557
627,1614,3289,3433,8594,9927,12104,13373,14264
628,953,8161,10925,11725,11760,16778,17612,18564
629,9147,14842,20627,,,,,
630,7157,9654,13193,,,,,
631,513,2152,2595,4101,5640,7037,8621,12011
632,391,493,1383,2577,5851,6029,13194,13457
633,1006,5358,10162,12414,12829,13402,13518,14209
634,2512,5419,6067,8245,10111,13182,14364,15773
635,828,6260,6665,7960,9502,10086,10901,13429
636,2689,4010,6383,8097,10894,11968,14455,18101
637,19303,19319,20570,,,,,
638,2131,3289,6986,9736,9927,10496,11214,12021
639,1242,3151,7747,9086,12555,13736,15747,19648
640,498,4401,7067,9076,12698,15165,15486,16161
641,8784,11689,18999,20270,20543,21293,21485,
642,786,1258,1612,2369,5652,7126,11015,13486
643,3012,3674,4192,4731,7279,7961,12375,13383
644,3204,5852,10428,11057,13959,16969,18027,18783
645,0,,,,,,,
646,8181,,,,,,,
647,1022,5348,5970,12609,13218,14706,15268,15785
648,2799,4870,7985,8620,9569,10531,12048,12161
649,6696,10954,12312,16066,17608,,,
650,735,1485,1682,2218,6998,8007,8029,13018
651,1417,3181,6453,7668,10065,11362,15316,16517
652,269,6781,10359,14248,17110,17533,20175,20308
653,3788,12208,12376,12403,14142,,,
654,187,507,949,1084,3401,4139,9168,10358
655,9153,12912,16603,16639,16667,16724,16793,17569
656,294,1811,5457,8158,9098,9412,12419,13662
657,4159,9877,10357,,,,,
658,1004,3057,3979,6743,10241,13621,14343,15175
659,4035,7117,20077,20207,21075,,,
660,261,808,1805,7716,7741,8189,11562,11672
661,3029,3112,8404,,,,,
662,2076,5724,7702,7836,15945,17530,20657,21071
663,7199,10208,10833,12297,14009,15544,16165,17955
664,2040,2336,3081,4330,6221,6370,9897,14684
665,701,4400,9921,10549,10612,10876,12302,13340
666,1990,2458,2882,5329,7632,7679,11746,14911
667,1412,6826,10221,10417,12174,14713,17208,20148
668,0,,,,,,,
669,4430,7615,14909,16061,17773,18645,20262,21152
670,3078,7012,11556,12871,16581,17894,19401,19901
671,11663,,,,,,,
672,375,5829,5958,6778,8831,12218,,
673,12921,18114,21452,,,,,
674,8791,8977,13905,14527,15341,18052,19988,22066
675,1842,2649,4664,6868,10355,15183,15574,15714
676,1518,1847,3093,3783,4448,8427,9517,11420
677,904,956,1927,1935,2266,7085,9560,17524
678,2632,10336,11769,19147,21863,,,
679,1342,3367,3627,3872,4057,8536,9235,12188
680,1444,3819,4512,5286,7363,16354,17616,20706
681,2190,3001,10975,12651,16023,16671,16790,18439
682,1226,4077,6427,9544,10793,10828,10917,14434
683,0,,,,,,,
684,3919,6613,8316,11767,13595,16097,20925,21438
685,5325,5342,6984,10163,11336,14076,18957,19596
686,5749,8177,20002,20412,22048,,,
687,194,8020,13364,14462,20990,21113,21171,21559
688,203,265,4795,5524,11127,11851,13603,13745
689,3566,3996,6345,,,,,
690,6049,8891,8966,15142,15683,15696,16220,16829
691,8532,10437,,,,,,
692,7790,16971,20562,,,,,
693,2681,4492,6565,10076,16429,,,
694,1694,1805,3336,3405,3642,5718,8189,11510
695,11996,,,,,,,
696,2427,3762,9427,11697,14276,14360,14398,17522
697,383,6181,11781,16595,18814,20569,21381,21556
698,3776,3909,4741,6178,7673,11904,12042,12311
699,1820,1995,3405,3577,4083,10730,19537,20921
700,1327,3962,4063,6695,9184,9595,13281,16242
701,665,2094,3295,4400,9921,12302,12915,13340
702,107,1394,2077,7701,8669,9218,14659,15552
703,1295,7194,9284,12569,14105,19466,19519,20394
704,233,756,3260,7545,7580,14954,15430,16979
705,232,3150,3329,5547,7641,13012,17053,20423
706,167,2098,2367,4837,9554,17946,19985,20373
707,488,3400,10699,11157,13037,13409,18216,21150
708,506,4559,8827,10482,15639,17578,18669,18877
709,481,5505,5761,7151,7152,10089,12464,12685
710,2305,3124,14084,,,,,
711,2694,7379,10054,11365,12106,16599,17283,17553
712,6079,6794,8417,14828,17660,19778,20674,
713,8781,11882,14815,16435,16598,19938,20711,21313
714,0,,,,,,,
715,3478,4585,4864,7756,8938,9437,12133,12860
716,1859,4584,10009,10108,10703,13549,13820,16388
717,2499,2580,4991,10925,13094,17612,18426,18564
718,304,478,7048,9770,9825,10576,19084,19271
719,4335,5093,7292,7585,9019,9502,10901,13429
720,1353,2859,7384,11671,14610,16494,17039,17614
721,3988,,,,,,,
722,4506,4691,5268,10338,16343,17393,18025,20074
723,3967,5642,9596,10454,11197,12076,17380,18531
724,1994,14375,14662,15618,19443,19555,20103,21690
725,1199,2475,4241,8732,19976,20210,20971,21557
726,20697,21109,,,,,,
727,4358,5147,5709,7478,9531,12163,13475,21018
728,876,1827,5226,12920,13113,13611,16146,18591
729,4613,7065,10736,17663,,,,
730,2187,2386,4138,5196,7163,9408,10797,15888
731,0,,,,,,,
732,3216,12978,19908,20565,20768,20998,21004,21484
733,2515,2555,3337,5931,9375,10051,16913,18104
734,5182,10345,12427,21802,,,,
735,650,1485,2218,4299,6998,8029,8104,14415
736,3269,4719,4795,11127,11851,13531,13804,14114
737,436,1921,3408,4559,10482,14220,16267,18877
738,3453,10550,11460,13290,13692,14040,15337,17681
739,1390,5748,5906,8716,11662,12532,13050,18713
740,1443,3178,4842,9171,9855,14389,16204,16301
741,606,2197,7130,8329,8589,9786,12974,13474
742,6636,6762,11512,17097,18928,19513,21073,22053
743,542,602,1021,2432,5733,7776,16330,16918
744,1276,9205,10481,14441,16736,18552,18703,18741
745,266,1121,2440,7375,10146,12657,12743,14184
746,1314,3986,10764,13012,13332,16869,18806,20423
747,1677,6495,8197,9881,11869,12393,13945,18233
748,165,882,1080,3287,4096,9297,10115,10734
749,5073,7759,8959,10543,11175,11937,16395,
750,5455,6948,7161,9191,11322,12918,18762,19275
751,0,,,,,,,
752,4698,15502,17038,18702,19106,,,
753,486,1900,4943,6242,6326,12848,13379,14855
754,1532,1608,3108,12830,16594,20773,20820,22102
755,595,4144,9778,13249,14866,15211,17877,20509
756,233,704,6346,6661,7545,7930,12380,16225
757,2886,3321,8541,10148,12240,13555,14038,14262
758,1220,2955,5115,6361,9618,10846,15397,15450
759,2144,6511,7940,12516,15127,16505,21355,21765
760,10509,14080,15180,17216,19502,20173,20494,20814
761,2735,4432,6876,7245,9348,9980,11575,12385
762,0,,,,,,,
763,4762,6509,8200,8202,8223,13699,15008,16642
764,1296,3904,6956,10026,10257,16218,17993,20907
765,921,944,1553,2236,8173,8586,9431,10075
766,1605,2036,4222,5919,11479,12580,13159,13705
767,5167,6827,8430,10491,12521,13821,13865,16531
768,8131,14939,16114,16121,18210,19378,21744,
769,4957,12473,13052,,,,,
770,2440,3778,4066,10146,12953,14994,16776,17691
771,337,1973,5613,16010,18051,18362,19829,
772,2666,3815,3926,4437,4441,6594,7559,11927
773,4556,5204,5531,8444,9762,10261,10727,15533
774,8654,15525,,,,,,
775,2532,5771,7940,11346,12516,16505,18337,21448
776,10220,13405,,,,,,
777,174,2452,4227,6681,7492,9714,11500,13574
778,358,1007,3677,4966,7869,8778,11382,11899
779,341,6946,9009,11304,15599,16704,17016,19896
780,2710,4320,11735,13711,13766,14294,14935,15627
781,1252,2171,3278,8497,10003,11057,16969,17391
782,2551,2744,5739,7414,12771,14074,14968,
783,605,3240,4553,5582,5631,6436,10669,13168
784,445,1062,1212,7717,8021,8899,11392,12822
785,897,4085,5150,5482,7082,10411,14703,15564
786,642,1612,1781,5691,11015,11527,11564,12394
787,6561,18625,20023,,,,,
788,1411,7945,8836,13327,14297,14843,16145,17431
789,150,448,1606,6606,9155,10694,10903,
790,2062,5015,6260,9185,9716,14157,14990,15240
791,9327,9806,10472,11195,11826,13618,16512,17176
792,4375,,,,,,,
793,5534,7708,7747,8050,17713,18754,19538,19648
794,7382,8712,11312,11629,12321,20742,20965,21663
795,1777,2342,2365,11364,12395,12542,15752,16861
796,66,405,880,2291,3567,5365,15093,
797,2831,6674,6934,11977,13204,,,
798,4318,6054,7533,8789,11183,15760,17489,17908
799,3146,4301,4434,5703,9519,9801,13024,17809
800,444,4220,9175,12999,13477,14217,14818,17285
801,2413,7812,8667,8936,10705,15019,15780,15956
802,4431,6571,6629,13836,14261,14589,14856,15559
803,1020,4676,11590,16665,18518,19960,20088,
804,985,3782,3793,8233,8483,10354,10773,15565
805,5214,7648,8585,11053,13141,18603,19953,21383
806,2351,3638,4277,6403,10510,10750,11798,12828
807,56,364,2009,2721,4238,8269,9314,10155
808,261,660,1805,4122,5718,7741,8189,13226
809,5382,8903,11209,19708,20842,,,
810,2375,3470,4566,6484,8821,9029,9040,10156
811,4166,11038,12996,13055,14667,16900,19687,19752
812,5395,5462,5866,8457,8994,9990,14359,14838
813,15706,,,,,,,
814,2934,5378,7011,9210,10382,14809,16316,18212
815,2655,5007,6880,,,,,
816,1067,7922,8871,,,,,
817,70,5112,7851,8391,9208,9498,11402,14660
818,9,7877,14744,16009,21724,,,
819,11631,16105,18872,,,,,
820,5776,11222,14595,14646,17649,18039,20460,22083
821,899,918,5511,10289,11676,11702,15488,16791
822,3032,3190,4056,10369,17306,21190,21578,21901
823,2463,4729,9170,19659,20400,20943,21946,
824,256,412,5688,6576,8294,11427,12093,13767
825,8583,10959,15829,15995,16229,17589,19452,20761
826,1253,9655,15844,16722,16892,17118,19869,21735
827,4005,7991,15186,18016,20170,,,
828,635,3551,6665,7960,8985,14333,14440,14983
829,79,5209,6759,8850,10061,11356,13189,17116
830,85,285,361,10252,15054,15402,15719,15898
831,93,2694,4283,6288,6911,11555,16773,17567
832,3321,4712,8541,8665,10182,10913,11230,12240
833,2649,4834,7238,8741,8808,9237,10498,15714
834,3556,5274,8052,9038,10455,14370,16925,20374
835,3371,6463,15575,,,,,
836,244,1474,3232,7497,7727,15451,16169,17620
837,2020,2974,3106,5535,5947,8792,11077,12024
838,979,7942,9409,14492,,,,
839,2882,5329,8007,9978,11137,11746,15669,15712
840,1853,6549,8913,10564,10763,11035,11226,12677
841,4307,4525,5737,13942,14733,15578,18030,18494
842,6807,12063,,,,,,
843,860,1161,1929,3025,8389,10181,10234,14753
844,2515,8075,9375,10229,12451,15441,15470,20518
845,2764,3496,4204,7656,8100,12510,13759,19610
846,240,12390,13127,19350,,,,
847,1434,3648,3837,12196,12628,13039,14100,16902
848,2545,3826,4181,5169,5415,7064,7330,13485
849,10109,14454,,,,,,
850,4919,5743,7895,10759,12441,13456,14953,15777
851,1702,3912,6679,7201,9300,10066,10213,10803
852,483,503,9754,10975,13404,15248,15886,16107
853,1209,2445,7269,16148,18967,20011,20131,22003
854,3304,4138,5301,7163,9741,15843,15888,19418
855,6155,7158,14765,18960,20876,,,
856,166,391,1383,2798,5851,7196,10695,11569
857,919,5082,6182,7109,8819,13826,15623,16899
858,1123,1685,7859,7966,,,,
859,5138,6102,11737,12137,12172,17901,18161,22055
860,843,1255,2796,6491,9888,10181,14753,14867
861,30,1697,3811,4674,6156,6457,10328,18616
862,7610,9731,10139,10274,13812,14562,15987,17108
863,106,3034,8132,10761,15148,19072,19208,19709
864,2777,4629,5965,6002,12281,15031,16976,19902
865,1442,7725,13280,13369,14239,15655,18186,19725
866,1023,1396,4595,5518,7749,8088,14018,16170
867,328,4675,5722,9427,11337,12273,14398,21504
868,3156,5624,6970,13568,15244,15434,16466,
869,933,6522,8549,13627,15144,17357,19157,19873
870,3331,3357,4377,4882,8453,13771,14793,14975
871,625,9149,10864,13230,14979,15201,16982,17732
872,997,1539,3877,5870,10666,10910,11092,13884
873,453,2031,3930,11719,12330,14976,19094,20860
874,3841,6873,9668,11592,13175,13526,13679,13862
875,2184,7226,12570,13355,18470,18602,19332,20091
876,728,1827,5226,12386,12920,16044,16147,18591
877,2402,8090,12253,15966,18979,,,
878,10783,16943,21181,,,,,
879,433,2323,6753,7166,8816,9518,11514,11849
880,66,796,3107,6296,9219,11568,15093,
881,0,,,,,,,
882,165,748,1080,1657,4573,6225,9297,10115
883,7222,13262,14824,,,,,
884,1070,1547,1624,2362,3626,7811,10744,12530
885,3417,8370,15362,15761,16191,16316,17513,17911
886,1244,1936,3954,12039,12809,16002,16081,19161
887,1914,4037,4280,4472,5031,11835,13445,14820
888,2401,4053,6760,8199,8559,12197,14590,14882
889,15,6742,8843,9103,10340,12748,17861,18032
890,1703,4906,5587,6342,6941,9364,12558,13564
891,2291,3517,9223,9886,11340,13416,13723,15093
892,4143,5766,6566,8958,9359,10277,11032,13743
893,1052,3018,3212,3326,4992,6028,7296,12184
894,1696,3999,4480,,,,,
895,285,5394,10746,12768,13464,14397,15054,15898
896,9030,11516,16931,17102,19394,20029,21144,21321
897,541,785,5482,11416,11840,14703,15251,17598
898,1398,3051,5341,6852,10760,12106,14035,17283
899,821,4647,5550,6433,10028,14802,15488,16791
900,4491,6388,8615,9503,9639,10633,17818,18167
901,9407,10296,11657,14089,17406,19446,19497,19623
902,1634,6924,7134,8006,12206,13414,16220,16829
903,936,1848,10186,12154,13835,14814,16848,16858
904,380,677,1927,1935,5050,12857,18956,19036
905,1880,2254,4064,6586,8001,12944,13592,14326
906,1465,8459,9191,13172,14468,17674,19275,19832
907,1072,4644,13267,15377,,,,
908,2066,3700,6197,8089,8310,9680,11192,11445
909,1012,1062,1065,1291,2756,6395,8695,8899
910,4223,13675,16349,,,,,
911,16275,20189,20734,,,,,
912,0,,,,,,,
913,4497,9072,10136,12626,18423,19383,19979,20888
914,214,3333,10320,10768,13917,16814,16843,17330
915,2845,5671,8493,9840,10882,13795,15049,18455
916,4615,9037,12528,12669,18328,,,
917,4951,4967,8155,9012,11286,12133,14106,14574
918,821,3465,4341,6196,10289,11702,17558,17653
919,144,857,2651,4273,6182,8819,15623,16899
920,1119,9436,15782,16130,17625,17840,19733,20758
921,765,1190,3622,3817,4191,5161,8173,9431
922,145,1304,2007,3755,6290,12581,19297,19689
923,0,,,,,,,
924,1260,7131,14526,17998,18833,,,
925,2869,3874,6877,8217,9593,9730,9800,12495
926,4287,5807,6214,6396,6515,7089,15604,21441
927,1341,3883,10630,17401,17797,20402,20459,20625
928,3036,4636,4800,5989,10643,10723,13157,13527
929,2810,5020,9178,10536,11110,16789,17582,17740
930,960,1815,3062,3639,5691,12394,14066,14250
931,4797,7590,9066,10399,13205,15413,17182,18865
932,4344,5018,11868,12090,14540,15419,15793,18158
933,869,2074,7458,8549,10253,16965,17096,19873
934,998,1179,5862,15370,18629,18925,19871,20191
935,3632,9792,10999,,,,,
936,903,1848,2326,8898,8920,12114,12154,14811
937,1842,7589,10518,15183,15386,,,
938,1359,1392,1495,3871,5472,10595,10919,18273
939,1466,5778,7189,7309,15282,17119,17795,20180
940,1294,1769,1997,4907,4976,9194,12514,12722
941,5980,6375,8837,10655,17078,19685,20265,21019
942,1099,5312,7813,16325,19196,,,
943,7305,8180,17073,17429,20268,,,
944,765,2049,2236,8586,9431,10075,11076,11194
945,1540,4489,5541,5717,6270,9604,11926,14153
946,1540,3715,3729,4310,5236,5717,6270,11339
947,4444,6213,7576,7880,9456,16890,17149,18405
948,1592,1925,3327,4677,6190,6902,10664,11022
949,71,654,966,1084,2834,4139,11159,15421
950,3467,11762,13277,14330,15195,21053,21462,21630
951,2329,9303,10038,14212,14651,14736,14782,15558
952,535,3597,5048,9004,9844,12414,12829,14209
953,628,5734,8161,11760,12511,15346,17284,18062
954,15741,,,,,,,
955,1133,1531,8314,10038,12701,13245,14651,15558
956,677,1935,2266,7016,9560,15009,16570,17524
957,449,7662,16657,18670,19127,20532,20566,22069
958,4989,5905,6897,8144,8184,8661,10430,12127
959,4791,6447,9154,9278,13239,14311,17865,20457
960,930,1815,3062,5691,6249,11527,12394,12755
961,3774,5003,7593,8328,8622,8973,15344,15546
962,2311,5378,5530,7011,8875,12651,16192,16671
963,1281,6789,7155,7435,8689,8769,12153,13754
964,2728,7764,10438,12823,13802,14605,15420,16362
965,3351,6150,7925,11623,20454,20881,21279,22028
966,949,2834,4139,5557,7955,10358,12576,14085
967,3875,8078,9341,12064,13152,16857,18637,20093
968,2123,4749,6123,9287,11236,14293,15149,18782
969,4922,5278,8372,9367,10624,16463,18244,
970,14317,18096,18660,20407,20480,20546,21841,22059
971,211,6439,7241,7312,8057,12509,16283,19697
972,6286,8046,10173,10472,11850,13618,16263,16512
973,4317,4945,5144,6783,7231,10725,11087,13015
974,1058,3280,4380,11370,13187,13685,22088,22100
975,3595,7425,7583,7928,9450,11049,14037,16024
976,7431,8846,10653,12289,13816,16506,19308,20702
977,1876,2518,2927,6524,7340,9496,9836,12567
978,1678,3911,5442,7317,8733,9546,12301,13529
979,838,7942,11559,14492,17357,,,
980,1358,4190,12924,17812,20062,21303,21574,21581
981,2190,2311,6304,11796,11933,15737,16192,16671
982,606,2864,5593,9786,11350,12925,15332,15462
983,4880,5129,9338,14368,16426,16820,17769,18643
984,512,1068,2119,4721,11288,,,
985,804,3782,3793,7274,8233,10354,12995,15404
986,4091,5773,5930,7506,8995,11950,15253,16927
987,2702,4185,7527,9537,11449,11717,18190,18639
988,2913,13420,16089,16550,16787,18695,19109,19254
989,2941,5141,6859,13415,16826,21334,21824,21921
990,1721,8467,10499,11115,12973,14998,15476,15481
991,426,9508,16873,18270,18502,20261,21650,21760
992,5189,8977,17206,17349,18052,18491,19691,20879
993,1392,3616,6157,9468,11503,14055,17537,17729
994,1817,,,,,,,
995,4361,8318,15461,15876,16153,,,
996,5055,10878,18874,,,,,
997,872,3877,6331,8112,10666,11216,11966,14868
998,934,4686,18629,18925,19871,20191,21945,
999,165,549,1080,1170,3287,4942,5162,15607
1000,1031,8369,8612,8725,14577,14675,18543,20448
1001,2583,3094,7599,7815,12851,14007,16103,16737
1002,4431,5287,8145,9755,10460,11061,11538,13873
1003,1089,1631,2572,3157,4807,5797,14079,14425
1004,658,1109,3885,3979,6743,10241,13621,17883
1005,4194,8676,10714,11878,11952,12554,16801,17599
1006,633,4535,10162,10371,10817,11228,13402,
1007,778,3677,3873,5474,6185,8922,11382,12574
1008,154,622,1369,10976,14899,18005,18236,18744
1009,1440,4052,4119,9636,9793,12969,14696,16445
1010,0,,,,,,,
1011,2437,3206,3522,7308,8942,9489,14812,15711
1012,909,1065,1291,6395,7336,8899,12810,
1013,3376,4899,5784,5857,7103,8710,8965,12782
1014,4407,4630,9066,10399,11066,11177,11876,13205
1015,1912,4001,5439,5936,6843,6853,12484,
1016,1471,1808,7481,13299,14908,17095,17530,20100
1017,1041,2044,6753,8989,9613,10692,13220,14357
1018,7171,8265,8681,11293,12323,12812,18300,20300
1019,3172,8357,9005,9046,9977,11485,13017,13577
1020,529,803,7396,11590,16665,18518,18716,19960
1021,743,2432,2973,10877,16918,,,
1022,647,5970,7704,11536,13218,13419,14706,15785
1023,866,4595,5518,6097,8088,14934,16140,16170
1024,2594,4376,7576,7604,8671,12398,15158,16890
1025,6002,7441,10590,11447,16976,18221,18604,19675
1026,20,9681,12236,16055,16833,17565,17744,18034
1027,6913,10699,11157,11360,18168,18216,19744,21889
1028,1729,12754,12807,13755,13963,15447,18389,21031
1029,4017,6851,7283,9016,9123,9353,11846,13212
